url,Citazioni,location
conf/pldi/plas2010,89,"Toronto, ON, Canada"
conf/cav/nsv2016,9,"Toronto, ON, Canada"
conf/ccs/mtd2018,7,"Toronto, ON, Canada"
conf/fimh/fimh2017,55,"Toronto, ON, Canada"
conf/ccs/aisec2018,24,"Toronto, ON, Canada"
conf/automotiveUI/automotiveUI2018a,103,"Toronto, ON, Canada - Adjunct Proceedings"
conf/amec/amec2010,2,"Toronto, ON, Canada / / TADA 2010"
conf/wbdb/wbdb2015,23,"Toronto, ON, Canada / New Delhi, India"
conf/apl/apl93,14,"Toronto, Ontario, Canad"
conf/pldi/pldi91,1361,"Toronto, Ontario, Canada"
conf/cikm/pikm2010,31,"Toronto, Ontario, Canada"
conf/chil/chil2020,7,"Toronto, Ontario, Canada"
conf/debs/debs2007,337,"Toronto, Ontario, Canada"
conf/sigdoc/sigdoc1986,477,"Toronto, Ontario, Canada"
conf/cgo/cgo2010,524,"Toronto, Ontario, Canada"
conf/apl/apl1997,1,"Toronto, Ontario, Canada"
conf/ai/ai96,65,"Toronto, Ontario, Canada"
conf/cascon/cascon2006,204,"Toronto, Ontario, Canada"
conf/acl/acl1982,69,"Toronto, Ontario, Canada"
conf/cascon/cascon2009,123,"Toronto, Ontario, Canada"
conf/cikm/esair2010,24,"Toronto, Ontario, Canada"
conf/iwmm/ismm2010,215,"Toronto, Ontario, Canada"
conf/mobisys/dronet2020,2,"Toronto, Ontario, Canada"
conf/pldi/pldi2010,1319,"Toronto, Ontario, Canada"
conf/cascon/cascon2010,88,"Toronto, Ontario, Canada"
conf/pdc/pdc2004,383,"Toronto, Ontario, Canada"
conf/and/and2010,191,"Toronto, Ontario, Canada"
conf/sacrypt/sacrypt2011,318,"Toronto, Ontario, Canada"
conf/fplay/fplay2007,572,"Toronto, Ontario, Canada"
conf/dolap/dolap2010,107,"Toronto, Ontario, Canada"
conf/cikm/books2010,17,"Toronto, Ontario, Canada"
conf/ht/ht2010,327,"Toronto, Ontario, Canada"
conf/caise/caise2002,492,"Toronto, Ontario, Canada"
conf/ht/msm2010,31,"Toronto, Ontario, Canada"
conf/paste/paste2010,112,"Toronto, Ontario, Canada"
conf/uml/uml2001,732,"Toronto, Ontario, Canada"
conf/fplay/fplay2008,256,"Toronto, Ontario, Canada"
conf/mobisys/wearsys2020,1,"Toronto, Ontario, Canada"
conf/cikm/clouddb2010,78,"Toronto, Ontario, Canada"
conf/mobisys/mobisys2020,14,"Toronto, Ontario, Canada"
conf/sigdoc/sigdoc2002,140,"Toronto, Ontario, Canada"
conf/gamification/gamification2013,272,"Toronto, Ontario, Canada"
conf/cikm/cikm2010,3586,"Toronto, Ontario, Canada"
conf/ssr/ssr2001,186,"Toronto, Ontario, Canada"
conf/iconference/iconference2012,228,"Toronto, Ontario, Canada"
conf/sdmw/sdmw2004,151,"Toronto, Ontario, Canada (in conjuction with VLDB 2004)"
conf/ht/msmmuse2010,29,"Toronto, Ontario, Canada / MUSE 2010"
conf/iseud/iseud2011,160,"Torre Canne (BR), Italy"
conf/profes/profes2011,124,"Torre Canne, Italy"
conf/iwann/iwann1995,261,"Torremolinos, Spain"
conf/iwann/iwaal2011,54,Torremolinos-Málaga Spain
conf/iwann/iwann2011-2,114,Torremolinos-Málaga Spain
conf/iwann/iwann2011-1,134,Torremolinos-Málaga Spain
conf/cisis-spain/cisis2011,101,"Torremolinos-Málaga, Spain"
conf/mfcs/mfcs2008,190,"Torun, Poland"
conf/ppam/ppam2011-1,211,"Torun, Poland"
conf/issep/issep2008,144,"Torun, Poland"
conf/ppam/ppam2011-2,138,"Torun, Poland"
conf/apn/pn2016,38,"Toruń, Poland"
conf/ies2/ies2019,4,"Tottori, Japan"
conf/icsm2/icsm2018,30,"Toulon, France"
conf/ekaw/ekaw1993,52,"Toulouse and Caylus, France"
conf/nets4cars/nets4cars2017,5,"Toulouse, France"
conf/ifip12/aiai2004,42,"Toulouse, France"
conf/ecsqaru/ecsqaru2001,327,"Toulouse, France"
conf/i3e/i3e2004,39,"Toulouse, France"
conf/gdn/gdn2014,41,"Toulouse, France"
conf/pomc/pomc2002,455,"Toulouse, France"
conf/staf/staf2018w,53,"Toulouse, France"
conf/ifip10-5/edutech2004,19,"Toulouse, France"
conf/ifip1-7/fast2004,93,"Toulouse, France"
conf/models/models2008w,169,"Toulouse, France"
conf/ecmdafa/ecmfa2018,23,"Toulouse, France"
conf/edcc/edcc2002,97,"Toulouse, France"
conf/ecce/ecce2013,76,"Toulouse, France"
conf/sefm/sefm2018,14,"Toulouse, France"
conf/dexa/dexa2011-1,173,"Toulouse, France"
conf/jelia/jelia2012,150,"Toulouse, France"
conf/iciso/iciso2015,33,"Toulouse, France"
conf/smps/smps2008,119,"Toulouse, France"
conf/ihm/ihm2015,38,"Toulouse, France"
conf/ifip3/ifip3-2004,25,"Toulouse, France"
conf/models/models2008,624,"Toulouse, France"
conf/icsoc/icsoc2019w,2,"Toulouse, France"
conf/ecir/ecir2009,686,"Toulouse, France"
conf/sle/sle2008,164,"Toulouse, France"
conf/acl/acl2001,1046,"Toulouse, France"
conf/storytelling/storytelling2003,96,"Toulouse, France"
conf/georob/georob1988,77,"Toulouse, France"
conf/dawak/dawak2011,176,"Toulouse, France"
conf/safecomp/safecomp2013,170,"Toulouse, France"
conf/canpc/canpc2000,78,"Toulouse, France"
conf/fq/fq2003,178,"Toulouse, France"
conf/hcse/hcse2012,80,"Toulouse, France"
conf/ecp/ecp1997,248,"Toulouse, France"
conf/ifip13/ifip13-2004,69,"Toulouse, France"
conf/adbt/adbt77,537,"Toulouse, France"
conf/hsnmc/hsnmc2004,245,"Toulouse, France"
conf/ifip11/ifip11-2004,45,"Toulouse, France"
conf/mwcn/mwcn2008,61,"Toulouse, France"
conf/idms/idms99,38,"Toulouse, France"
conf/icsoc/icsoc2019,9,"Toulouse, France"
conf/ifip10-3/dipes2004,19,"Toulouse, France"
conf/apgv/apgv2011,141,"Toulouse, France"
conf/atacss/ataccs2015,22,"Toulouse, France"
conf/ifip/ifip2004bis,356,"Toulouse, France"
conf/aaecc/aaecc1984,31,"Toulouse, France"
conf/apn/icatpn97,192,"Toulouse, France"
conf/programm/programm1984,46,"Toulouse, France"
conf/ecweb/ecweb2011,125,"Toulouse, France"
conf/lacl/lacl2014,47,"Toulouse, France"
conf/paste/paste99,122,"Toulouse, France"
conf/holomas/holomas2011,82,"Toulouse, France"
conf/icmt/icmt2018,17,"Toulouse, France"
conf/sum/sum2010,96,"Toulouse, France"
conf/ifip5-5/ifip5-5-2004,131,"Toulouse, France"
conf/icwe/icwe2014,164,"Toulouse, France"
conf/cardis/cardis2004,216,"Toulouse, France"
conf/raid/raid2000,498,"Toulouse, France"
conf/esorics/esorics2000,208,"Toulouse, France"
conf/adaEurope/adaEurope2003,76,"Toulouse, France"
conf/icwe/dui2014,14,"Toulouse, France"
conf/safecomp/safecomp99,236,"Toulouse, France"
conf/sar/sar2015,4,"Toulouse, France"
conf/vecpar/vecpar2008,80,"Toulouse, France"
conf/ifipTCS/ifipTCS2004,183,"Toulouse, France"
conf/conext/conext2005,291,"Toulouse, France"
conf/itbam/itbam2011,26,"Toulouse, France"
conf/fg/fg2017,4,"Toulouse, France"
conf/dexa/dexa2011-2,162,"Toulouse, France"
conf/asm/abz2014,143,"Toulouse, France"
conf/iscram-med/iscram-med2014,44,"Toulouse, France"
conf/aaecc/aaecc1997,99,"Toulouse, France"
conf/ictglow/ictglow2011,84,"Toulouse, France"
conf/scm/scm99,43,"Toulouse, France"
conf/gsi/gsi2019,23,"Toulouse, France"
conf/amf/biomeca2016,20,"Toulouse, France"
conf/opodis/opodis2011,225,"Toulouse, France"
conf/egov/egovis2011,73,"Toulouse, France"
conf/tamodia/tamodia2007,148,"Toulouse, France"
conf/esaw/esaw2004,121,"Toulouse, France"
conf/tap/tap2018,23,"Toulouse, France"
conf/rtns/rtns2019,5,"Toulouse, France"
conf/sar/sar2010,8,"Toulouse, France"
conf/cp/cp2016,158,"Toulouse, France"
conf/aaecc/aaecc2003,119,"Toulouse, France"
conf/ihm/ihm2005,30,"Toulouse, France"
conf/gg/icgt2018,17,"Toulouse, France"
conf/wdag/disc2002,308,"Toulouse, France"
conf/amf/dance2014,53,"Toulouse, France"
conf/iccs/iccs2008,65,"Toulouse, France"
conf/trustbus/trustbus2011,57,"Toulouse, France"
conf/globe/globe2011,16,"Toulouse, France"
conf/dars/dars2004,281,"Toulouse, France"
conf/ifip6/broadband2004,8,"Toulouse, France"
conf/f-egc/sci2013,4,"Toulouse, France - Best of Volume"
conf/ewgdss/ewgdss2014,4,"Toulouse, France / Barcelona, Spain"
conf/fm/fm1999-1,514,"Toulouse, France, Volume 1"
conf/fm/fm1999-2,311,"Toulouse, France, Volume 2"
conf/apn/apn1984,172,"Toulouse/France, Aarhus/Denmark"
conf/ae/ae2007,41,"Tours, France"
conf/wia/ciaa2002,79,"Tours, France"
conf/ebiss/ebiss2016,5,"Tours, France"
conf/gbrpr/gbrpr2019,7,"Tours, France"
conf/icost/icost2009,166,"Tours, France"
conf/dagstuhl/robot2006,67,Towards Affordance-Based Robot Control 2006
conf/acisp/acisp2007,365,"Townsville, Australia"
conf/cade/cade97,408,"Townsville, North Queensland, Australia"
conf/racs/racs2014,126,"Towson, Maryland, USA"
conf/iwsec/iwsec2009,73,"Toyama, Japan"
conf/opodis/opodis2010,208,"Tozeur, Tunisia"
conf/balt/dbis2018,10,"Trakai, Lithuania"
conf/wilf/wilf2011,80,"Trani, Italy"
conf/ibm/algebra1987,24,Trends in Computer Algebra 1987
conf/avi/avi2002,379,"Trento, Italy"
conf/imbsa/imbsa2017,31,"Trento, Italy"
conf/icmi/icmi2005,468,"Trento, Italy"
conf/cmsb/cmsb2010,32,"Trento, Italy"
conf/ph/ph2019,56,"Trento, Italy"
conf/pdc/pdc2006,188,"Trento, Italy"
conf/primelife/primelife2011,83,"Trento, Italy"
conf/middleware/arm2016,28,"Trento, Italy"
conf/um/umap2009,365,"Trento, Italy"
conf/middleware/ds2016,5,"Trento, Italy"
conf/safecomp/safecomp2017w,88,"Trento, Italy"
conf/frocos/frocos2009,117,"Trento, Italy"
conf/issta/padtad2010,32,"Trento, Italy"
conf/coop/coop2016,38,"Trento, Italy"
conf/sefm/sefm2017w,95,"Trento, Italy"
conf/sat/sat2012,483,"Trento, Italy"
conf/macom/macom2011,43,"Trento, Italy"
conf/anlp/anlp1992,320,"Trento, Italy"
conf/chitaly/chitaly2013,67,"Trento, Italy"
conf/context/context2019,8,"Trento, Italy"
conf/dbsec/dbsec2016,49,"Trento, Italy"
conf/icdsc/icdsc2019,5,"Trento, Italy"
conf/nlg/nlg1992,97,"Trento, Italy"
conf/annpr/annpr2012,41,"Trento, Italy"
conf/sefm/sefm2017,52,"Trento, Italy"
conf/lion/lion2009,103,"Trento, Italy"
conf/cav/cav99,1136,"Trento, Italy"
conf/fmics/fmics2011,47,"Trento, Italy"
conf/lion/lion2007,92,"Trento, Italy"
conf/issta/woda2010,20,"Trento, Italy"
conf/middleware/mota2016,43,"Trento, Italy"
conf/middleware/systex2016,60,"Trento, Italy"
conf/flfp/flfp1986,25,"Trento, Italy"
conf/aiia/aiia2018,42,"Trento, Italy"
conf/crisis/crisis2014,26,"Trento, Italy"
conf/ewsn/ewsn2012,125,"Trento, Italy"
conf/cade/cade99,444,"Trento, Italy"
conf/middleware/m4iot2016,4,"Trento, Italy"
conf/ewcbr/ewcbr2000,345,"Trento, Italy"
conf/middleware/iwsc2016,28,"Trento, Italy"
conf/icsoc/icsoc2003,458,"Trento, Italy"
conf/safecomp/safecomp2017,59,"Trento, Italy"
conf/coopis/coopis2001,432,"Trento, Italy"
conf/cmsb/cmsb2006,140,"Trento, Italy"
conf/context/context1999,127,"Trento, Italy"
conf/issta/issta2010,735,"Trento, Italy"
conf/tpctc/tpctc2013,86,"Trento, Italy"
conf/ah/ah2000,368,"Trento, Italy"
conf/mir/icmr2011,785,"Trento, Italy"
conf/sdmw/sdmw2013,37,"Trento, Italy (in conjuction with VLDB 2013)"
conf/iciap/iciap2019-1,9,"Trento, Italy - Part I"
conf/iciap/iciap2019-2,19,"Trento, Italy - Part II"
conf/middleware/middleware2016pd,6,"Trento, Italy - Posters & Demos"
conf/iciap/iciap2019w,7,"Trento, Italy - Workshops"
conf/mis4tel/mis4tel2014,26,"Trento, Italy / MIS4TEL 2014"
conf/spin/spin1999,273,"Trento, Italy / Toulouse, France"
conf/forum/forum1990,9,"Trier, Germany"
conf/ewcbr/eccbr2008,241,"Trier, Germany"
conf/ispe/ispe2012,86,"Trier, Germany"
conf/lata/lata2010,187,"Trier, Germany"
conf/mates/mates2012,31,"Trier, Germany"
conf/stacs/stacs99,1054,"Trier, Germany"
conf/iccsa/iccsa2017-5,77,"Trieste, Italy"
conf/iccsa/iccsa2017-3,118,"Trieste, Italy"
conf/iccsa/iccsa2017-4,53,"Trieste, Italy"
conf/iccsa/iccsa2017-2,61,"Trieste, Italy"
conf/iccsa/iccsa2017-1,67,"Trieste, Italy"
conf/cmsb/cmsb2019,19,"Trieste, Italy"
conf/iccsa/iccsa2017-6,104,"Trieste, Italy"
conf/sirs/sirs2014,111,"Trivandrum, India"
conf/sirs/sirs2015,102,"Trivandrum, India"
conf/icisp/icisp2016,39,"Trois-Rivières, QC, Canada"
conf/icisp/icisp2010,169,"Trois-Rivières, QC, Canada"
conf/scia/scia2017-1,50,"Tromsø, Norway"
conf/icitl/icitl2019,7,"Tromsø, Norway"
conf/nordsec/nordsec2014,80,"Tromsø, Norway"
conf/scia/scia2017-2,58,"Tromsø, Norway"
conf/caise/caise91,189,"Trondheim, Norway"
conf/safecomp/safecomp2016,61,"Trondheim, Norway"
conf/ifiptm/ifiptm2008,130,"Trondheim, Norway"
conf/xpu/xp2010,147,"Trondheim, Norway"
conf/europki/europki2008,52,"Trondheim, Norway"
conf/dbpl/dbpl2005,197,"Trondheim, Norway"
conf/iccbr/iccbr2017,60,"Trondheim, Norway"
conf/safecomp/safecomp2016w,76,"Trondheim, Norway"
conf/passwords/passwords2014,14,"Trondheim, Norway"
conf/iwec/icec2015,95,"Trondheim, Norway"
conf/teaa/teaa2005,28,"Trondheim, Norway"
conf/eurospi/eurospi2004,89,"Trondheim, Norway"
conf/iticse/iticse2020,23,"Trondheim, Norway"
conf/refsq/refsq2007,233,"Trondheim, Norway"
conf/scm/scm91,154,"Trondheim, Norway"
conf/ercimdl/ecdl2003,291,"Trondheim, Norway"
conf/ifip6-6/eunice2010,52,"Trondheim, Norway"
conf/caise/caise2007,655,"Trondheim, Norway"
conf/tes/tes2005,58,"Trondheim, Norway"
conf/pkdd/pkdd97,522,"Trondheim, Norway"
conf/dmsn/dmsn2005,59,"Trondheim, Norway"
conf/scai/scai2011,2,"Trondheim, Norway"
conf/ease/ease2020,14,"Trondheim, Norway"
conf/iccbr/iccbr2003,442,"Trondheim, Norway"
conf/fablearn/fablearn2018,20,"Trondheim, Norway"
conf/isw/isc2015,88,"Trondheim, Norway"
conf/i3e/i3e2019,15,"Trondheim, Norway"
conf/xsym/xsym2005,102,"Trondheim, Norway"
conf/ices/ices2003,363,"Trondheim, Norway"
conf/profes/profes2016,145,"Trondheim, Norway"
conf/acmidc/idc2018,300,"Trondheim, Norway"
conf/ismis/ismis93,283,"Trondheim, Norway"
conf/sdmw/sdmw2005,30,"Trondheim, Norway (in conjuction with VLDB 2005)"
conf/dmg/dmg2005,36,"Trondheim, Norway (in conjuction with VLDB 2005)"
conf/i3e/i3e2019w,4,"Trondheim, Norway - Workshops"
conf/odbis/odbis2006,9,"Trondheim, Norway / Seoul, Korea"
conf/ifip/ape86,170,"Trondheim, Norway 1986"
conf/dbisp2p/dbisp2p2006,77,"Trondheim, Norway, DBISP2P 2006"
conf/dbisp2p/dbisp2p2006,39,"Trondheim, Norway, DBISP2P 2006"
conf/ipaw/ipaw2010,77,"Troy, NY, USA"
conf/websci/websci2017,279,"Troy, NY, USA"
conf/candt/candt2017,147,"Troyes, France"
conf/iberamia/iberamia2018,25,"Trujillo, Peru"
conf/alcob/alcob2016,18,"Trujillo, Spain"
conf/casc/casc2010,54,"Tsakhkadzor, Armenia"
conf/iwec/icec2017,32,"Tsukuba City, Japan"
conf/ics/ics2010,448,"Tsukuba, Ibaraki, Japan"
conf/socrob/icsr2017,163,"Tsukuba, Japan"
conf/hai/hai2014,174,"Tsukuba, Japan"
conf/wwca/wwca1998,58,"Tsukuba, Japan"
conf/qtna/qtna2018,11,"Tsukuba, Japan"
conf/simpar/simpar2012,218,"Tsukuba, Japan"
conf/ices/ices1996,253,"Tsukuba, Japan"
conf/dasfaa/dasfaa2010w,68,"Tsukuba, Japan"
conf/dars/dars2008,154,"Tsukuba, Japan"
conf/flops/flops99,94,"Tsukuba, Japan"
conf/mprss/mprss2012,25,"Tsukuba, Japan"
conf/icadl/icadl2016,16,"Tsukuba, Japan"
conf/cg/cg1998,54,"Tsukuba, Japan"
conf/iwomp/iwomp2010,86,"Tsukuba, Japan"
conf/aplas/aplas2005,444,"Tsukuba, Japan"
conf/mdai/mdai2005,222,"Tsukuba, Japan"
conf/valuetools/valuetools2020,3,"Tsukuba, Japan"
conf/wdia/wdia2012,72,"Tsukuba, Japan"
conf/asiahaptics/asiahaptics2014,48,"Tsukuba, Japan"
conf/dasfaa/dasfaa2010-1,164,"Tsukuba, Japan - Volume 1"
conf/dasfaa/dasfaa2010-2,238,"Tsukuba, Japan - Volume 2"
conf/iwcf/iwcf2014,29,"Tsukuba, Japan / Stockholm, Sweden"
conf/jsai/jsai2017,8,"Tsukuba, Tokyo, Japan"
conf/ics/ics2011,1014,"Tucson, AZ, USA"
conf/mammo/iwdm2008,314,"Tucson, AZ, USA"
conf/ida/ida2010,101,"Tucson, AZ, USA"
conf/siguccs/siguccs1976,4,"Tucson, AZ, USA"
conf/dls/dls2012,99,"Tucson, AZ, USA"
conf/wisec/wisec2012,383,"Tucson, AZ, USA"
conf/pldi/pldi2008,1738,"Tucson, AZ, USA"
conf/sigcpr/cpr2004,136,"Tucson, AZ, USA"
conf/recomb/recomb2009,348,"Tucson, AZ, USA"
conf/pldi/plas2008,101,"Tucson, AZ, USA"
conf/iwmm/ismm2008,279,"Tucson, AZ, USA"
conf/sigmod/sigmod97,3574,"Tucson, Arizona"
conf/pods/pods97,1182,"Tucson, Arizona"
conf/oopsla/splash2012,183,"Tucson, Arizona, USA"
conf/er/er2006,296,"Tucson, Arizona, USA"
conf/oopsla/plateau2012,6,"Tucson, Arizona, USA"
conf/oopsla/onward2012,113,"Tucson, Arizona, USA"
conf/oopsla/races2012,85,"Tucson, Arizona, USA"
conf/cpm/cpm92,222,"Tucson, Arizona, USA"
conf/popl/popl78,1043,"Tucson, Arizona, USA"
conf/agere/agere2012,60,"Tucson, Arizona, USA"
conf/er/acml2006,39,"Tucson, Arizona, USA - ACM-L Workshop"
conf/oopsla/oopsla2012,925,"Tucson, Arizona, USA - Proceedings"
conf/er/erw2006,205,"Tucson, Arizona, USA - Workshops"
conf/mfps/mfps1987,181,"Tulane University, New Orleans, Louisiana, USA"
conf/iscram-med/iscram-med2015,18,"Tunis, Tunisia"
conf/apn/pn2014,67,"Tunis, Tunisia"
conf/cla/cla2006,34,"Tunis, Tunisia"
conf/ictac/ictac2006,107,"Tunis, Tunisia"
conf/ifip5-1/plm2018,43,"Turin, Italy"
conf/cg/cg2006,236,"Turin, Italy"
conf/nbis/nbis2008,63,"Turin, Italy"
conf/europar/europar2018,62,"Turin, Italy"
conf/ecweb/ecweb2008,17,"Turin, Italy"
conf/trustbus/trustbus2008,75,"Turin, Italy"
conf/dawak/dawak2008,327,"Turin, Italy"
conf/apn/apn95,251,"Turin, Italy"
conf/dexa/dexa2008,284,"Turin, Italy"
conf/egov/egov2008,178,"Turin, Italy"
conf/globe/globe2008,23,"Turin, Italy"
conf/aiia/aiia2013,95,"Turin, Italy"
conf/fmics/fmics2017,24,"Turin, Italy"
conf/prima/prima2019,16,"Turin, Italy"
conf/icsr/icsr2006,157,"Turin, Italy"
conf/ifip7/ifip7-2005,29,"Turin, Italy"
conf/ifip5-5/prove2019,13,"Turin, Italy"
conf/ifip5-12/iceimt1997,141,"Turin, Italy"
conf/ifip7/ifip7-2006,22,"Turin, Italy"
conf/foveoos/foveoos2011,80,"Turin, Italy"
conf/fmco/fmco2011,100,"Turin, Italy"
conf/europar/europar2018w,45,"Turin, Italy"
conf/cyphy/cyphy2018,9,"Turin, Italy"
conf/fintal/fintal2006,161,"Turku, Finland"
conf/uc/uc2011,36,"Turku, Finland"
conf/hinc/hinc2007,19,"Turku, Finland"
conf/safecomp/safecomp2019,24,"Turku, Finland"
conf/icalp/icalp77,179,"Turku, Finland"
conf/ifm/ifm2002,322,"Turku, Finland"
conf/automata/automata2015,31,"Turku, Finland"
conf/ifip9/isociety2005,19,"Turku, Finland"
conf/icalp/icalp2004,1046,"Turku, Finland"
conf/apn/icatpn2006,159,"Turku, Finland"
conf/algosensors/algosensors2004,433,"Turku, Finland"
conf/i3e/i3e2006,30,"Turku, Finland"
conf/cwords/words2013,27,"Turku, Finland"
conf/swat/swat2002,146,"Turku, Finland"
conf/dlt/dlt2007,157,"Turku, Finland"
conf/cie/cie2017,40,"Turku, Finland"
conf/dcfs/dcfs2014,59,"Turku, Finland"
conf/scis/scis2011,6,"Turku, Finland"
conf/safecomp/safecomp2019w,30,"Turku, Finland"
conf/fm/fm2008,349,"Turku, Finland"
conf/ifm/ifm2013,118,"Turku, Finland"
conf/hcc/hcc2014,51,"Turku, Finland"
conf/ACMicec/icec2013lnbip,17,"Turku, Finland - Selected Papers"
conf/carla/carla2019,1,"Turrialba, Costa Rica"
conf/ACMse/ACMse2012,164,"Tuscaloosa, AL, USA"
conf/mmb/mmb1979,11,Tutzing
conf/micai/micai2014-2,48,"Tuxtla Gutiérrez, Mexico"
conf/micai/micai2014-1,75,"Tuxtla Gutiérrez, Mexico"
conf/nspw/nspw2015,58,"Twente, The Netherlands"
conf/mdafa/mdafa2004,210,"Twente, The Netherlands / Linköping, Sweden"
conf/glvlsi/glvlsi2019,39,"Tysons Corner, VA, USA"
conf/macro/macro2017,3,"Târgu Mureș, Romania"
conf/macro/macro2015,4,"Târgu Mureș, Romania"
conf/mmcs/mmcs2016,4,"Tønsberg, Norway"
conf/mmcs/mmcs2008,68,"Tønsberg, Norway"
conf/rz/rz1983,2,Tübingen
conf/evoW/evocop2009,105,"Tübingen, Germany"
conf/eurogp/eurogp2009,212,"Tübingen, Germany"
conf/iwwert/iwwert1990,56,"Tübingen, Germany"
conf/apgv/apgv2007,189,"Tübingen, Germany"
conf/evoW/evoW2009,324,"Tübingen, Germany"
conf/bmcv/bmcv2002,539,"Tübingen, Germany"
conf/fg/fg2014,10,"Tübingen, Germany"
conf/dagm/dagm2004,490,"Tübingen, Germany"
conf/apgv/sap2015,111,"Tübingen, Germany"
conf/evoW/evobio2009,64,"Tübingen, Germany"
conf/icpia/icpia1992,45,"Ube, Japan"
conf/gpc/gpc2019,7,"Uberlândia, Brazil"
conf/icalp/icalp78,391,"Udine, Italy"
conf/ircdl/ircdl2018,14,"Udine, Italy"
conf/iclp/iclp2008,340,"Udine, Italy"
conf/hm/hm2009,72,"Udine, Italy"
conf/calco/calco2009,167,"Udine, Italy"
conf/eurocode/eurocode1990,83,"Udine, Italy"
conf/mhci/mhci2003,468,"Udine, Italy"
conf/mhci/mhci2003w,68,"Udine, Italy - Workshop on Mobile and Ubiquitous Information Acces"
conf/avr/avr2017-1,68,"Ugento, Italy - Part I"
conf/avr/avr2017-2,118,"Ugento, Italy - Part II"
conf/fp/fp1990,49,"Ullapool, Scotland, UK"
conf/btw/btw97,58,Ulm
conf/iski/iski92,25,"Ulm, Germany"
conf/mum/mum2012,449,"Ulm, Germany"
conf/annpr/annpr2006,98,"Ulm, Germany"
conf/asm/abz2020,13,"Ulm, Germany"
conf/bpm/bpmw2009,291,"Ulm, Germany"
conf/bpm/bpm2009,365,"Ulm, Germany"
conf/iski/iski90,19,"Ulm, Germany"
conf/annpr/annpr2016,79,"Ulm, Germany"
conf/gldv/gldv1989,7,"Ulm, Germany"
conf/psl/psl2011,37,"Ulm, Germany"
conf/ki/ki2004,128,"Ulm, Germany"
conf/icic/icic2009-2,214,"Ulsan, South Korea"
conf/icic/icic2009-1,274,"Ulsan, South Korea"
conf/para/para2006,306,"Umeå, Sweden"
conf/wia/ciaa2015,38,"Umeå, Sweden"
conf/ecce/ecce2017,42,"Umeå, Sweden"
conf/lata/lata2017,44,"Umeå, Sweden"
conf/eurocris/cris2018,17,"Umeå, Sweden"
conf/mum/mum2008,122,"Umeåa, Sweden"
conf/misnc/misnc2016,59,"Union, NJ, USA"
conf/ACMdis/ACMdis2006,1074,"University Park, PA, USA"
conf/candt/candt2009,344,"University Park, PA, USA"
conf/grec/grec1995,208,"University Park, PA, USA"
conf/gptp/gptp2016,18,"University of Michigan, Ann Arbor, MI, USA"
conf/gptp/gptp2018,26,"University of Michigan, Ann Arbor, MI, USA"
conf/gptp/gptp2013,65,"University of Michigan, Ann Arbor, MI, USA"
conf/gptp/gptp2017,22,"University of Michigan, Ann Arbor, MI, USA"
conf/gptp/gptp2014,39,"University of Michigan, Ann Arbor, MI, USA"
conf/acl/acl2005,2831,"University of Michigan, USA"
conf/wilf/wilf2005,135,"University of Milan, Crema, Italy"
conf/ACMicec/icec2007,412,"University of Minnesota, Minneapolis, MN, USA"
conf/nldb/nldb2004,152,"University of Salford, Manchester, UK"
conf/dsai/dsai2013,346,"University of Vigo, Spain"
conf/dimacs/dimacs64,24,Unusual Applications of Number Theory 2000
conf/lopstr/lopstr2003,47,"Uppsala, Sweden"
conf/formats/formats2005,289,"Uppsala, Sweden"
conf/icfp/merlin2003,38,"Uppsala, Sweden"
conf/lid/lid2011,28,"Uppsala, Sweden"
conf/concur/concur1994,193,"Uppsala, Sweden"
conf/mobisys/mobisys2006,1111,"Uppsala, Sweden"
conf/iticse/iticse1997,102,"Uppsala, Sweden"
conf/rsctc/rsctc2004,743,"Uppsala, Sweden"
conf/ecoop/scala2014,22,"Uppsala, Sweden"
conf/ecoop/ple2014,2,"Uppsala, Sweden"
conf/icfp/icfp2003,473,"Uppsala, Sweden"
conf/icdt/icdt2011,212,"Uppsala, Sweden"
conf/cia/cia99,83,"Uppsala, Sweden"
conf/ecoop/icooolps2014,12,"Uppsala, Sweden"
conf/ecoop/cop2014,47,"Uppsala, Sweden"
conf/icpw/icpw2008,16,"Uppsala, Sweden"
conf/rp/rp2013,55,"Uppsala, Sweden"
conf/kesamsta/kesamsta2009,169,"Uppsala, Sweden"
conf/ismm/ismm2013,239,"Uppsala, Sweden"
conf/meta/meta92,76,"Uppsala, Sweden"
conf/interact/hciv2009,34,"Uppsala, Sweden"
conf/erlang/erlang2003,22,"Uppsala, Sweden"
conf/ecoop/ftfjp2014,15,"Uppsala, Sweden"
conf/ppdp/ppdp2003,216,"Uppsala, Sweden"
conf/interact/interact2009-2,416,"Uppsala, Sweden"
conf/ecoop/plas2014,22,"Uppsala, Sweden"
conf/csclp/csclp2005,52,"Uppsala, Sweden"
conf/haskell/haskell2003,124,"Uppsala, Sweden"
conf/cp/cp2013,350,"Uppsala, Sweden"
conf/edbt/edbt2011,855,"Uppsala, Sweden"
conf/interact/interact2009-1,446,"Uppsala, Sweden"
conf/iticse/wgr2014,25,"Uppsala, Sweden"
conf/iticse/iticse2014,562,"Uppsala, Sweden"
conf/ecoop/ecoop2014,312,"Uppsala, Sweden"
conf/dgci/dgci2000,195,"Uppsala, Sweden"
conf/esop/esop2017,213,"Uppsala, Sweden (Part of ETAPS 2017)"
conf/tacas/tacas2017-2,211,"Uppsala, Sweden (Part of ETAPS 2017)"
