url,Citazioni,location
conf/evoW/evocop2008,114,"Naples, Italy"
conf/chdd/chdd2012,4,"Naples, Italy"
conf/worldcist/worldcist2018-3,27,"Naples, Italy"
conf/w2gis/w2gis2012,42,"Naples, Italy"
conf/iciap/iciap2013-2,160,"Naples, Italy"
conf/worldcist/worldcist2018-1,58,"Naples, Italy"
conf/bvai/bvai2007,85,"Naples, Italy"
conf/eurogp/eurogp2008,242,"Naples, Italy"
conf/serene/serene2019,4,"Naples, Italy"
conf/wilf/wilf2016,15,"Naples, Italy"
conf/cibb/cibb2015,29,"Naples, Italy"
conf/atacss/ataccs2013,35,"Naples, Italy"
conf/sum/sum2008,119,"Naples, Italy"
conf/wilf/wilf2003,30,"Naples, Italy"
conf/evoW/evobio2008,78,"Naples, Italy"
conf/evoW/evoW2008,243,"Naples, Italy"
conf/hfr/hfr2017,15,"Naples, Italy"
conf/idcs/idcs2019,9,"Naples, Italy"
conf/emoocs/emoocs2019,3,"Naples, Italy"
conf/ispan/ispan2019,5,"Naples, Italy"
conf/safecomp/safecomp2011,223,"Naples, Italy"
conf/somet/somet2015,49,"Naples, Italy"
conf/iciap/iciap2013-w,140,"Naples, Italy - Workshops"
conf/avi/avi2008,586,"Napoli, Italy"
conf/mips/mips2003,55,"Napoli, Italy"
conf/mm/crowdmm2012,43,"Nara, Japan"
conf/icfp/tyde2016,34,"Nara, Japan"
conf/ishpc/ishpc2005,36,"Nara, Japan"
conf/mm/immpd2012,36,"Nara, Japan"
conf/ches/ches2011,1138,"Nara, Japan"
conf/lm/lm2019,10,"Nara, Japan"
conf/mm/cea2012,59,"Nara, Japan"
conf/mol/mol2011,31,"Nara, Japan"
conf/aswc/jist2012,67,"Nara, Japan"
conf/iwomp/iwomp2016,43,"Nara, Japan"
conf/icfp/icfp2016,279,"Nara, Japan"
conf/erlang/erlang2016,18,"Nara, Japan"
conf/iwsec/iwsec2015,38,"Nara, Japan"
conf/flops/flops2004,131,"Nara, Japan"
conf/iwsec/iwsec2007,168,"Nara, Japan"
conf/mm/maed2012,19,"Nara, Japan"
conf/iukm/iukm2019,5,"Nara, Japan"
conf/tlca/tlca2005,236,"Nara, Japan"
conf/pervasive/pervasive2009,441,"Nara, Japan"
conf/icfp/farm2016,17,"Nara, Japan"
conf/icfp/fhpc2016,14,"Nara, Japan"
conf/mm/mm2012,2858,"Nara, Japan"
conf/mm/geomm2012,25,"Nara, Japan"
conf/haskell/haskell2016,87,"Nara, Japan"
conf/icost/icost2007,139,"Nara, Japan"
conf/pkc/pkc2013,578,"Nara, Japan"
conf/mm/mirum2012,83,"Nara, Japan"
conf/pervasive/casemans2009,29,"Nara, Japan"
conf/mm/sam2012,12,"Nara, Japan - SAM"
conf/acm/csc95,54,"Nashville, TN, USA"
conf/splc/splc2015,370,"Nashville, TN, USA"
conf/oopsla/wrt2008,46,"Nashville, TN, USA"
conf/sigcpr/cpr2019,13,"Nashville, TN, USA"
conf/wbir/wbir2012,77,"Nashville, TN, USA"
conf/sac/sac1995,380,"Nashville, TN, USA"
conf/models/models2007w,179,"Nashville, TN, USA"
conf/oopsla/oopsla2008c,119,"Nashville, TN, USA - Companion"
conf/oopsla/oopsla2008,595,"Nashville, TN, USA - Proceedings"
conf/pods/pods90,1071,"Nashville, Tennessee"
conf/sigcpr/sigcpr1995,50,"Nashville, Tennessee, USA"
conf/colt/colt1997,152,"Nashville, Tennessee, USA"
conf/sigmetrics/sigmetrics94,736,"Nashville, Tennessee, USA"
conf/debs/debs2009,358,"Nashville, Tennessee, USA"
conf/sigcse/sigcse1995,217,"Nashville, Tennessee, USA"
conf/acm/acm1980,75,"Nashville, Tennessee, USA"
conf/models/models2007,628,"Nashville, USA"
conf/sblp/sblp2012,16,"Natal, Brazil"
conf/sbmf/sbmf2012,29,"Natal, Brazil"
conf/ihc/ihc2006,94,"Natal, Brazil"
conf/cade/cade2019,50,"Natal, Brazil"
conf/ideal/ideal2012,118,"Natal, Brazil"
conf/sbcci/sbcci2009,58,"Natal, Brazil"
conf/sbmf/sbmf2016,14,"Natal, Brazil"
conf/sast/sast2020,1,"Natal, Brazil"
conf/pts/ictss2010,178,"Natal, Brazil"
conf/sbmf/sbmf2010,74,"Natal, Brazil"
conf/webmedia/webmedia2006,42,"Natal, Rio Grande do Norte, Brazil"
conf/ictac/ictac2010,74,"Natal, Rio Grande do Norte, Brazil"
conf/gg/icgt2006,358,"Natal, Rio Grande do Norte, Brazil"
conf/sugarloafplop/sugarloafplop2012,3,"Natal, Rio Grande do Norte, Brazil"
conf/ibm/nll89,45,"Natural Language and Logic, 1989"
conf/ibm/nlc1988,17,Natural Language at the Computer 1988
conf/dagstuhl/negotiation2006,71,"Negotiation, Auctions, and Market Engineering 2006"
conf/das/das2006,365,"Nelson, New Zealand"
conf/ifip12/aiai2020-2,5,"Neos Marmaras, Greece"
conf/ifip12/aiai2020-1,4,"Neos Marmaras, Greece"
conf/acns/acns2011,356,"Nerja, Spain"
conf/icfca/icfca2015,51,"Nerja, Spain"
conf/dagstuhl/na2004,294,Network Analysis 2004
conf/dimacs/dimacs40,85,Network Design
conf/dimacs/dimacs12,124,Network Flows And Matching 1991
conf/dimacs/dimacs38,17,Network Threats 1996
conf/dimacs/dimacs45,43,Networks in Distributed Computing 1997
conf/mmb/mmb91,18,Neubiberg
conf/wopplot/wopplot1986,15,"Neubiberg, Germany"
conf/forte/forte2017,27,"Neuchâtel, Switzerland"
conf/coordination/coordination2017,28,"Neuchâtel, Switzerland"
conf/simpda/simpda2017s,2,"Neuchâtel, Switzerland"
conf/dais/dais2017,44,"Neuchâtel, Switzerland"
conf/dais/shcis2017,8,"Neuchâtel, Switzerland"
conf/isess/isess2013,77,"Neusiedl am See, Austria"
conf/isips/isips2008,21,"New Brunswick, NJ, USA"
conf/chiir/chiir2018,243,"New Brunswick, NJ, USA"
conf/icml/icml1994,2516,"New Brunswick, NJ, USA"
conf/cade/cade96,435,"New Brunswick, NJ, USA"
conf/iiix/iiix2010,282,"New Brunswick, NJ, USA"
conf/biosurveillance/biosurveillance2007,49,"New Brunswick, NJ, USA"
conf/cav/cav96,1394,"New Brunswick, NJ, USA"
conf/colt/colt1994,212,"New Brunswick, NJ, USA"
conf/iser/iser2010,383,"New Delhi and Agra, India"
conf/indiaSE/isec2013,23,"New Delhi, India"
conf/mobicom/wintech2018,12,"New Delhi, India"
conf/fsttcs/fsttcs91,30,"New Delhi, India"
conf/fsttcs/fsttcs86,114,"New Delhi, India"
conf/sigcomm/sigcomm2010,1493,"New Delhi, India"
conf/mobicom/s3-2018,2,"New Delhi, India"
conf/tpctc/tpctc2016,13,"New Delhi, India"
conf/air/air2017,32,"New Delhi, India"
conf/vldb/adms2016,13,"New Delhi, India"
conf/mobicom/mmnets2018,6,"New Delhi, India"
conf/indocrypt/indocrypt2003,390,"New Delhi, India"
conf/itqm/itqm2017,330,"New Delhi, India"
conf/dasfaa/dasfaa2008,160,"New Delhi, India"
conf/vldb/dmah2016,9,"New Delhi, India"
conf/mobicom/edgetech2018,2,"New Delhi, India"
conf/sigcomm/mobiheld2010,245,"New Delhi, India"
conf/fsttcs/fsttcs92,175,"New Delhi, India"
conf/mobicom/ficn2018,2,"New Delhi, India"
conf/fire/fire2013,8,"New Delhi, India"
conf/fsttcs/fsttcs85,176,"New Delhi, India"
conf/mobicom/mobicom2018,251,"New Delhi, India"
conf/mobicom/chants2018,5,"New Delhi, India"
conf/indocrypt/indocrypt2018,35,"New Delhi, India"
conf/ifip11-9/df2018,21,"New Delhi, India"
conf/inhci/inhci2014,31,"New Delhi, India"
conf/icdcit/icdcit2008,25,"New Delhi, India"
conf/premi/premi2009,211,"New Delhi, India"
conf/esweek/wese2014,8,"New Delhi, India"
conf/ifip11-9/df2016,23,"New Delhi, India"
conf/cicling/cicling2012-1,132,"New Delhi, India"
conf/cicling/cicling2012-2,57,"New Delhi, India"
conf/sanskrit/sanskrit2010,32,"New Delhi, India"
conf/emsoft/emsoft2014,233,"New Delhi, India"
conf/walcom/walcom2011,55,"New Delhi, India"
conf/bigda/bigda2014,36,"New Delhi, India"
conf/ccs/ccs1996,458,"New Delhi, India"
conf/icegov/icegov2017,127,"New Delhi, India"
conf/indocrypt/indocrypt2009,216,"New Delhi, India"
conf/sigcomm/homenets2010,103,"New Delhi, India"
conf/fsttcs/fsttcs2000,222,"New Delhi, India"
conf/indocrypt/indocrypt2014,165,"New Delhi, India"
conf/fsttcs/fsttcs2007,282,"New Delhi, India"
conf/cases/wess2014,23,"New Delhi, India"
conf/bigda/bigda2012,60,"New Delhi, India"
conf/sigcomm/apsys2010,148,"New Delhi, India - ApSys Workshop"
conf/sigcomm/greennet2010,405,"New Delhi, India - Green Networking Workshop"
conf/ppopp/ppopp88,227,"New Haven, Connecticut"
conf/apl/apl2001,13,"New Haven, Connecticut, USA"
conf/lcpc/lcpc1992,200,"New Haven, Connecticut, USA"
conf/pepm/pepm91,178,"New Haven, Connecticut, USA"
conf/ppopp/ppopp2012,920,"New Orleans, LA, USA"
conf/iui/iui2000,741,"New Orleans, LA, USA"
conf/siggraph/siggraph1996,8262,"New Orleans, LA, USA"
conf/siguccs/siguccs2019,2,"New Orleans, LA, USA"
conf/acsac/acsac2014,618,"New Orleans, LA, USA"
conf/mfps/mfps1993,132,"New Orleans, LA, USA"
conf/bicob/bicob2009,111,"New Orleans, LA, USA"
conf/padl/padl2003,242,"New Orleans, LA, USA"
conf/aaecc/aaecc1991,190,"New Orleans, LA, USA"
conf/ppopp/pmam2012,58,"New Orleans, LA, USA"
conf/acsac/pprew2014,67,"New Orleans, LA, USA"
conf/chi/chi1991,2354,"New Orleans, LA, USA"
conf/analco/analco2018,6,"New Orleans, LA, USA"
conf/xsede/pearc2017,138,"New Orleans, LA, USA"
conf/csee/csee1995,54,"New Orleans, LA, USA"
conf/siguccs/siguccs1983,2,"New Orleans, LA, USA"
conf/sc/pmbs2014,62,"New Orleans, LA, USA"
conf/soda/soda2018,418,"New Orleans, LA, USA"
conf/dac/dac99,1646,"New Orleans, LA, USA"
conf/aies/aies2018,160,"New Orleans, LA, USA"
conf/codaspy/sdn-nfv2016,88,"New Orleans, LA, USA"
conf/ssdbm/ssdbm2009,287,"New Orleans, LA, USA"
conf/codaspy/iwspa2016,65,"New Orleans, LA, USA"
conf/sbm/sbm2009,167,"New Orleans, LA, USA"
conf/vmcai/vmcai2020,8,"New Orleans, LA, USA"
conf/uist/uist2019,258,"New Orleans, LA, USA"
conf/asist/asist2011,397,"New Orleans, LA, USA"
conf/npar/npar2009,98,"New Orleans, LA, USA"
conf/sui/sui2019,11,"New Orleans, LA, USA"
conf/codaspy/autosec2020,1,"New Orleans, LA, USA"
conf/mobihoc/mobihoc2009,1797,"New Orleans, LA, USA"
conf/acsac/acsac2013,521,"New Orleans, LA, USA"
conf/codaspy/abac2016,58,"New Orleans, LA, USA"
conf/codaspy/codaspy2016,231,"New Orleans, LA, USA"
conf/dolap/dolap2003,97,"New Orleans, LA, USA"
conf/dac/dac2002,723,"New Orleans, LA, USA"
conf/xpu/xpu2003,87,"New Orleans, LA, USA"
conf/cpp/cpp2020,29,"New Orleans, LA, USA"
conf/codaspy/codaspy2020,5,"New Orleans, LA, USA"
conf/alenex/alenex2018,32,"New Orleans, LA, USA"
conf/icdf2c/icdf2c2018,4,"New Orleans, LA, USA"
conf/uist/uist2019a,7,"New Orleans, LA, USA - Adjunct Volume"
conf/siggraph/siggraph1996vp,67,"New Orleans, LA, USA - Visual Proceedings"
conf/oopsla/oopsla89,831,"New Orleans, Louisiana"
conf/siggraph/siggraph2000,8060,"New Orleans, Louisiana, USA"
conf/micro/micro1976,32,"New Orleans, Louisiana, USA"
conf/tldi/tldi2003,132,"New Orleans, Louisiana, USA"
conf/stoc/stoc91,1580,"New Orleans, Louisiana, USA"
conf/mmdb/mmdb2003,105,"New Orleans, Louisiana, USA"
conf/analco/analco2013,15,"New Orleans, Louisiana, USA"
conf/acm/csc1985,54,"New Orleans, Louisiana, USA"
conf/sigcpr/sigcpr1999,303,"New Orleans, Louisiana, USA"
conf/sca/sca2009,729,"New Orleans, Louisiana, USA"
conf/cikm/cikm2003,1780,"New Orleans, Louisiana, USA"
conf/widm/widm2003,241,"New Orleans, Louisiana, USA"
conf/analco/analco2007,23,"New Orleans, Louisiana, USA"
conf/popl/popl85,1023,"New Orleans, Louisiana, USA"
conf/etra/etra2002,614,"New Orleans, Louisiana, USA"
conf/cscw/cscw2002,1338,"New Orleans, Louisiana, USA"
conf/soda/soda2013,1096,"New Orleans, Louisiana, USA"
conf/sigir/sigir2001,3687,"New Orleans, Louisiana, USA"
conf/sigir/sigir87,150,"New Orleans, Louisiana, USA"
conf/sigdoc/sigdoc1999,80,"New Orleans, Louisiana, USA"
conf/alenex/alenex2013,91,"New Orleans, Louisiana, USA"
conf/gis/gis2003,413,"New Orleans, Louisiana, USA"
conf/sigcse/sigcse1999,166,"New Orleans, Louisiana, USA"
conf/dac/dac1966,2,"New Orleans, Louisiana, USA"
conf/egh/hpg2009,550,"New Orleans, Louisiana, USA"
conf/alenex/alenex2007,415,"New Orleans, Louisiana, USA"
conf/lcpc/lcpc2006,96,"New Orleans, Louisiana, USA"
conf/siggraph/siggraph2009gallery,25,"New Orleans, Louisiana, USA - Art Gallery"
conf/siggraph/siggraph2009courses,148,"New Orleans, Louisiana, USA - Courses"
conf/siggraph/siggraph2009posters,96,"New Orleans, Louisiana, USA - Posters"
conf/siggraph/siggraph2009talks,115,"New Orleans, Louisiana, USA - Talks Proceedings"
conf/cscw/cscw2002video,14,"New Orleans, Louisiana, USA - Videos"
conf/sigir/sigir2001w1,39,"New Orleans, Louisiana, USA - Workshop"
conf/popl/popl2003,221,"New Orleans, Louisisana, USA"
conf/mseem/ms2012,47,"New Rochelle, NY, USA"
conf/cav/cav2019-1,90,"New York City, NY, USA"
conf/isw/isc2019,5,"New York City, NY, USA"
conf/ACMdis/ACMdis2000,1302,"New York City, NY, USA"
conf/cav/nsv2019,2,"New York City, NY, USA"
conf/apl/apl89,31,"New York City, NY, USA"
conf/icost/icost2019,2,"New York City, NY, USA"
conf/fimh/fimh2011,166,"New York City, NY, USA"
conf/cav/cav2019-2,52,"New York City, NY, USA"
conf/cyphy/cyphy2019,1,"New York City, NY, USA"
conf/ijcai/cgw2016,8,"New York City, NY, USA"
conf/icsoc/icsoc2004,1129,"New York City, NY, USA"
conf/alenex/alenex2009,135,"New York City, NY, USA"
conf/vstte/vstte2019,5,"New York City, NY, USA"
conf/mobiarch/mobiarch2016,27,"New York City, NY, USA"
conf/acm/acm1983,25,"New York City, NY, USA"
conf/mobiquitous/mobiquitous2018,55,"New York City, NY, USA"
conf/mobicom/wintech2016,80,"New York City, New York, USA"
conf/mobicom/atc2016,137,"New York City, New York, USA"
conf/mobicom/chants2016,24,"New York City, New York, USA"
conf/mobicom/hotwireless2016,59,"New York City, New York, USA"
conf/ap2pc/ap2pc2004,145,"New York City, USA"
conf/kdd/adkdd2014,188,"New York City, USA"
conf/kdd/kdd2014,4474,"New York City, USA"
conf/complenet/complenet2015,42,"New York City, USA"
conf/recsys/recsys2009,1640,"New York, NY, USA"
conf/e4mas/e4mas2004,248,"New York, NY, USA"
conf/sensys/sensys2019,43,"New York, NY, USA"
conf/agi/agi2016,58,"New York, NY, USA"
conf/nocs/nocs2019,3,"New York, NY, USA"
conf/sigmod/grades2013,405,"New York, NY, USA"
conf/mir/marmi2016,7,"New York, NY, USA"
conf/sigmod/sweet2013,14,"New York, NY, USA"
conf/middleware/middleware2000,278,"New York, NY, USA"
conf/afips/ncc73,514,"New York, NY, USA"
conf/afips/ncc76,499,"New York, NY, USA"
conf/sensys/dfhs2019,6,"New York, NY, USA"
conf/micro/micro1986,72,"New York, NY, USA"
conf/sensys/ml2019,2,"New York, NY, USA"
conf/dalt/dalt2004,180,"New York, NY, USA"
conf/sigmod/dbtest2013,25,"New York, NY, USA"
conf/sensys/enssys2019,1,"New York, NY, USA"
conf/eenergy/eenergy2011,155,"New York, NY, USA"
conf/gamesec/gamesec2016,99,"New York, NY, USA"
conf/hpdc/ftxs2013,58,"New York, NY, USA"
conf/sigmetrics/sigmetrics2004,1072,"New York, NY, USA"
conf/fse/fse2000,515,"New York, NY, USA"
conf/sigmod/phd2013,24,"New York, NY, USA"
conf/mabs/mabs2004,195,"New York, NY, USA"
conf/micro/nocarc2009,102,"New York, NY, USA"
conf/sss/sss2010,125,"New York, NY, USA"
conf/acom/ac2004,58,"New York, NY, USA"
conf/mir/mir2004,577,"New York, NY, USA"
conf/incdm/incdm2016,56,"New York, NY, USA"
conf/acns/acns2008,542,"New York, NY, USA"
conf/w4a/w4a2004,111,"New York, NY, USA"
conf/recomb/recomb1998,155,"New York, NY, USA"
conf/ics/ics2002,1018,"New York, NY, USA"
conf/hpdc/sciencecloud2013,83,"New York, NY, USA"
conf/mobicom/mobicom2016,724,"New York, NY, USA"
conf/nanocom/nanocom2016,45,"New York, NY, USA"
conf/icccsec/icccsec2019-3,6,"New York, NY, USA"
conf/incdm/incdm2017,21,"New York, NY, USA"
conf/incdm/incdm2018,11,"New York, NY, USA"
conf/promas/promas2004,111,"New York, NY, USA"
conf/hpdc/ormacloud2013,26,"New York, NY, USA"
conf/hpdc/hppn2013,31,"New York, NY, USA"
conf/acns/acns2005,749,"New York, NY, USA"
conf/icccsec/icccsec2019-4,9,"New York, NY, USA"
conf/incdm/incdm2013,35,"New York, NY, USA"
conf/amec/amec2004,51,"New York, NY, USA"
conf/stoc/stoc2012,1327,"New York, NY, USA"
conf/rev/rev2017,74,"New York, NY, USA"
conf/sigmod/dynetmm2013,8,"New York, NY, USA"
conf/sensys/data2019,6,"New York, NY, USA"
conf/rfidsec/rfidsec2015,57,"New York, NY, USA"
conf/pods/pods2013,273,"New York, NY, USA"
conf/debs/debs2011,248,"New York, NY, USA"
conf/mir/icmr2016,414,"New York, NY, USA"
conf/sigmod/sigmod2013,3562,"New York, NY, USA"
conf/acns/acns2015,197,"New York, NY, USA"
conf/stoc/stoc2014,1574,"New York, NY, USA"
conf/ijcai/ai4km2016,4,"New York, NY, USA"
conf/wads/wads2011,169,"New York, NY, USA"
conf/issac/issac2018,68,"New York, NY, USA"
conf/icccsec/icccsec2019-2,6,"New York, NY, USA"
conf/kdd/snakdd2014,65,"New York, NY, USA"
conf/damon/damon2013,94,"New York, NY, USA"
conf/uist/uist2010,1752,"New York, NY, USA"
conf/mldm/mldm2018-1,15,"New York, NY, USA"
conf/wise/wise2005,352,"New York, NY, USA"
conf/ipco/ipco2011,199,"New York, NY, USA"
conf/sensys/buildsys2019,43,"New York, NY, USA"
conf/wsdm/wsdm2010,3242,"New York, NY, USA"
conf/icccsec/icccsec2019-1,6,"New York, NY, USA"
conf/miccai/miccai2008-1,25,"New York, NY, USA"
conf/tesca/tesca2019,2,"New York, NY, USA"
conf/rsp/rsp2019,1,"New York, NY, USA"
conf/mldm/mldm2018-2,20,"New York, NY, USA"
conf/iptcomm/iptcomm2007,125,"New York, NY, USA"
conf/sigmetrics/sigmetrics2010,600,"New York, NY, USA"
conf/aose/aose2004,276,"New York, NY, USA"
conf/jsspp/jsspp2004,283,"New York, NY, USA"
conf/mldm/mldm2017,48,"New York, NY, USA"
conf/pkc/pkc2006,702,"New York, NY, USA"
conf/sigecom/sigecom2004,1002,"New York, NY, USA"
conf/mam2/mam2011,24,"New York, NY, USA"
conf/wise/wise2005w,190,"New York, NY, USA"
conf/mldm/mldm2011,109,"New York, NY, USA"
conf/ipco/ipco2004,250,"New York, NY, USA"
conf/mldm/mldm2013,102,"New York, NY, USA"
conf/wisec/wisec2015,271,"New York, NY, USA"
conf/incdm/incdm2011,51,"New York, NY, USA"
conf/wsdm/wsdm2014,1276,"New York, NY, USA"
conf/hpdc/vtdc2013,27,"New York, NY, USA"
conf/tcc/tcc2008,933,"New York, NY, USA"
conf/sigmod/swim2013,22,"New York, NY, USA"
conf/dbsocial/dbsocial2013,55,"New York, NY, USA"
conf/mobide/mobide2013,34,"New York, NY, USA"
conf/mm/mm2004,2556,"New York, NY, USA"
conf/acmidc/idc2013,913,"New York, NY, USA"
conf/wafr/wafr2006,157,"New York, NY, USA"
conf/sensys/blocksys2019,1,"New York, NY, USA"
conf/cpm/cpm2010,170,"New York, NY, USA"
conf/ph/ph2018,114,"New York, NY, USA"
conf/glvlsi/glvlsi2002,154,"New York, NY, USA"
conf/mmsec/mmsec2005,426,"New York, NY, USA"
conf/tcc/tcc2006,839,"New York, NY, USA"
conf/sas/sas2017,68,"New York, NY, USA"
conf/conext/conext2007,809,"New York, NY, USA"
conf/codes/codes2019,2,"New York, NY, USA"
conf/nsf/nsf1994,51,"New York, NY, USA"
conf/pgas/pgas2010,168,"New York, NY, USA"
conf/wine/wine2019,8,"New York, NY, USA"
conf/argmas/argmas2004,145,"New York, NY, USA"
conf/pts/testcom2006,184,"New York, NY, USA"
conf/pam/pam2015,295,"New York, NY, USA"
conf/mldm/mldm2016,81,"New York, NY, USA"
conf/www/www2004,5538,"New York, NY, USA"
conf/nss/nss2015,111,"New York, NY, USA"
conf/lfcs/lfcs2007,129,"New York, NY, USA"
conf/aies/aies2020,32,"New York, NY, USA"
conf/mm/srmc2004,74,"New York, NY, USA - SRMC"
conf/gd/gd2004,386,"New York, New York, USA"
conf/ppopp/ppopp2006,711,"New York, New York, USA"
conf/acl/acl1986,252,"New York, New York, USA"
conf/stoc/stoc87,2082,"New York, New York, USA"
conf/analco/analco2009,7,"New York, New York, USA"
conf/uist/uist2010a,178,"New York, New York, USA"
conf/dlfm/dlfm2016,12,"New York, USA"
conf/ictir/ictir2016,265,"Newark, DE, USA"
conf/lcpc/lcpc2009,164,"Newark, DE, USA"
conf/acl/acl92,283,"Newark, Deleware, USA"
conf/sigite/sigite2005,158,"Newark, NJ, USA"
conf/dbsec/dbsec2013,137,"Newark, NJ, USA"
conf/sin/sin2016,44,"Newark, NJ, USA"
conf/icbsp/iccbb2017,11,"Newark, NJ, USA"
conf/sacmat/sacmat2012,439,"Newark, NJ, USA"
conf/sisap/sisap2019,28,"Newark, NJ, USA"
conf/tvx/tvx2014,224,"Newcastle Upon Tyne, UK"
conf/serene/serene2008,45,"Newcastle Upon Tyne, UK"
conf/ACMdis/ACMdis2012,1342,"Newcastle Upon Tyne, United Kingdom"
conf/dppi/dppi2013,183,"Newcastle upon Tyne, UK"
conf/concur/concur2012,280,"Newcastle upon Tyne, UK"
conf/ifip1-7/fast2005,75,"Newcastle upon Tyne, UK"
conf/fm/fm2005,424,"Newcastle upon Tyne, UK"
conf/dsvis/dsvis2005,54,"Newcastle upon Tyne, UK"
conf/tgc/tgc2012,45,"Newcastle upon Tyne, UK"
conf/apn/icatpn2001,232,"Newcastle upon Tyne, UK"
conf/safecomp/safecomp2008,254,"Newcastle upon Tyne, UK"
conf/mig/mig2019,14,"Newcastle upon Tyne, UK"
conf/patmos/patmos2012,23,"Newcastle upon Tyne, UK "
conf/acal/acalci2015,39,"Newcastle, NSW, Australia"
conf/iwoca/iwoca2017,28,"Newcastle, NSW, Australia"
conf/ie/ie2014,174,"Newcastle, NSW, Australia"
conf/icira/icira2018-1,12,"Newcastle, NSW, Australia - Part I"
conf/icira/icira2018-2,10,"Newcastle, NSW, Australia - Part II"
conf/pervasive/pervasive2012,326,"Newcastle, UK"
conf/soups/soups2013,245,"Newcastle, UK"
conf/slip/slip2008,65,"Newcastle, UK"
conf/apn/pn2011,106,"Newcastle, UK"
conf/wot/wot2012,39,"Newcastle, United Kingdom"
conf/asmta/asmta2017,15,"Newcastle-upon-Tyne, UK"
conf/middleware/mgc2007,19,"Newport Beach, CA, USA"
conf/seus/seus2009,92,"Newport Beach, CA, USA"
conf/middleware/arm2007,12,"Newport Beach, CA, USA"
conf/asplos/gpgpu2011,243,"Newport Beach, CA, USA"
conf/middleware/middleware2007,351,"Newport Beach, CA, USA"
conf/middleware/midsens2007,25,"Newport Beach, CA, USA"
conf/codes/codes2003,308,"Newport Beach, CA, USA"
conf/wiser/wiser2004,114,"Newport Beach, CA, USA"
conf/sigcpr/cpr2015,44,"Newport Beach, CA, USA"
conf/vee/vee2011,468,"Newport Beach, CA, USA"
conf/middleware/mpac2007,21,"Newport Beach, CA, USA"
conf/asplos/asplos2011,2005,"Newport Beach, CA, USA"
conf/middleware/mw4soc2007,20,"Newport Beach, CA, USA"
conf/middleware/dp2007,27,"Newport Beach, CA, USA - Demos and Posters"
conf/middleware/ds2007,30,"Newport Beach, CA, USA - Doctoral Symposium"
conf/middleware/mncna2007,45,"Newport Beach, CA, USA - MNCNA"
conf/bcb/bcb2014,179,"Newport Beach, California, USA"
conf/mmvr/mmvr2011,24,"Newport Beach, California, USA"
conf/bqgt/bqgt2010,109,"Newport Beach, California, USA"
conf/woss/woss2004,259,"Newport Beach, California, USA"
conf/mmvr/mmvr2012,20,"Newport Beach, California, USA"
conf/sdm/sdm2005,1733,"Newport Beach, California, USA"
conf/islped/islped2004,677,"Newport Beach, California, USA"
conf/ics/ics2015,496,"Newport Beach/Irvine, CA, USA"
conf/spaa/spaa97,620,"Newport, RI, USA"
conf/uist/uist2007,1218,"Newport, Rhode Island, USA"
conf/nossdav/nossdav2006,253,"Newport, Rhode Island, USA"
conf/sigmetrics/sigmetrics92,282,"Newport, Rhode Island, USA"
conf/csbio/csbio2017,21,"Nha Trang City, Vietnam"
conf/fdse/fdse2019,12,"Nha Trang City, Vietnam"
conf/soict/soict2017,46,"Nha Trang City, Vietnam"
conf/cocoon/cocoon2010,115,"Nha Trang, Vietnam"
conf/iukm/iukm2015,64,"Nha Trang, Vietnam"
conf/ispa/ispa2007,198,"Niagara Falls, Canada"
conf/ispa/ispa2007w,87,"Niagara Falls, Canada"
conf/mace/mace2010,21,"Niagara Falls, Canada"
conf/civr/civr2008,886,"Niagara Falls, Canada"
conf/fnc/fnc2014,722,"Niagara Falls, Canada"
conf/icci/icci90,60,"Niagara Falls, Canada"
conf/svm/svm2002,377,"Niagara Falls, Canada"
conf/jtres/jtres2014,43,"Niagara Falls, NY, USA"
conf/mobisys/wearsys2017,24,"Niagara Falls, NY, USA"
conf/mobisys/wpa2017,14,"Niagara Falls, NY, USA"
conf/compimage/compimage2016,11,"Niagara Falls, NY, USA"
conf/bcb/bcb2019,29,"Niagara Falls, NY, USA"
conf/mobisys/mobisys2017,457,"Niagara Falls, NY, USA"
conf/mobisys/emdl2017,18,"Niagara Falls, NY, USA"
conf/mobisys/wearsys2016,26,"Niagara Falls, NY, USA"
conf/bcb/bcb2010,196,"Niagara Falls, NY, USA"
conf/mobisys/digitalbiomarker2017,19,"Niagara Falls, NY, USA"
conf/mobisys/dronet2017,20,"Niagara Falls, NY, USA"
conf/cocoon/cocoon2009,110,"Niagara Falls, NY, USA"
conf/mobisys/mobisys2017phdf,2,"Niagara Falls, NY, USA - PhD Forum"
conf/adhocnets/adhocnets2017,19,"Niagara Falls, ON, Canada"
conf/tabletop/iss2016,210,"Niagara Falls, ON, Canada"
conf/iciar/iciar2015,88,"Niagara Falls, ON, Canada"
conf/securecomm/securecomm2017w,18,"Niagara Falls, ON, Canada"
conf/tabletop/iss2016c,32,"Niagara Falls, ON, Canada"
conf/securecomm/securecomm2017,24,"Niagara Falls, ON, Canada"
conf/ifip5-3/basys2006,101,"Niagara Falls, Ontario, Canada"
conf/euspn/euspn2013,328,"Niagara Falls, Ontario, Canada"
conf/asunam/asonam2013,1226,"Niagara, ON, Canada"
conf/jurix/jurix2016,3,"Nice Sophia Antipolis, France"
conf/ubimob/ubimob2004,25,"Nice Sophia-Antipolis, France"
conf/coop/coop2014,87,"Nice, France"
conf/icmv/icmv2016,64,"Nice, France"
conf/fimh/fimh2009,219,"Nice, France"
